x y
3.0560 1.1676
3.8832 1.8817
1.9280 1.7310
4.5083 2.3757
3.7040 1.3216
3.9875 1.8382
1.0498 0.2623
2.5974 1.7268
1.6645 0.6563
1.6705 0.3351
1.0107 0.5914
2.8766 0.9289
-0.1397 -0.3759
-2.0861 -2.0753
0.9203 0.0468
1.4401 1.0747
3.1377 1.7047
1.7478 0.8928
0.9152 0.8280
0.7741 0.3241
2.7639 0.9021
3.1551 1.4860
1.1397 0.2310
3.5743 2.3862
3.3083 1.4606
2.1977 1.3861
5.6380 2.8226
1.8459 0.7015
3.3380 1.6010
0.1844 -0.4554
0.8113 0.6332
2.5168 1.5829
2.7783 1.1908
3.3507 2.3707
2.6913 1.1641
3.1210 2.7196
1.0001 0.2620
3.3468 1.0756
1.5222 0.8365
3.6728 2.7395
1.1583 -0.0782
2.8797 1.3568
1.8124 0.7967
3.9162 3.0698
1.2468 1.1755
0.3045 -0.2421
1.3411 0.9567
0.9691 0.2247
2.8519 1.5869
3.2539 1.5371
4.8058 2.9155
3.5676 1.7463
1.9955 1.1657
-0.6810 -0.6775
3.9352 2.3604
2.7303 1.7016
3.1302 1.3727
2.8675 1.2410
4.7064 2.4451
1.7217 1.4597
2.5004 1.1338
1.0589 0.6625
-0.3721 -0.2669
1.6951 1.5161
-0.0116 -0.5965
2.1967 0.2278
2.7262 1.0091
2.4175 1.0195
2.2567 1.1158
1.2557 0.6279
3.1020 1.0418
-0.0709 0.3812
2.4934 1.6307
4.5123 1.8352
2.0107 1.7981
3.6640 1.6610
0.2315 -1.1967
0.9793 0.5817
2.2404 1.2616
-1.3707 -1.8528
2.4962 1.2028
3.2931 1.1408
-0.2729 -0.3970
4.6220 2.3702
1.3355 0.7738
4.0280 2.3029
1.5394 0.9039
1.9028 -0.0446
-0.6239 -0.6358
-1.2247 0.3891
2.5296 0.6899
0.8417 0.1306
2.8848 1.0345
-0.2401 -0.7313
4.0597 2.1325
3.5721 2.1329
2.8462 0.9958
1.3218 0.2020
0.6795 0.7974
2.6643 1.0954
1.5014 1.1467
1.9692 1.0547
1.9602 1.1408
1.2998 0.1537
2.6610 1.4641
2.8931 1.6686
1.2589 0.4943
3.0331 1.2710
-0.6561 -0.2986
3.7679 1.7266
-0.9838 -0.1769
1.5343 1.3119
4.0700 2.3807
1.4300 -0.3797
2.8959 2.0181
0.5716 -0.2711
1.1994 1.3266
2.8625 0.8584
2.1830 0.9107
0.1488 -0.1480
2.5212 2.6377
2.5791 1.6400
0.8639 0.6642
1.6137 1.0578
2.4466 0.5349
2.3553 1.1302
2.2137 1.2156
2.5415 2.0722
0.3645 -1.2730
2.1633 0.7269
5.5269 3.5717
2.9548 1.4346
2.6375 2.0093
0.2059 -0.0473
1.0629 0.3148
1.9889 0.5939
2.1289 0.7024
1.2754 0.9616
1.2732 1.1519
-1.2230 -2.2809
2.1220 0.7757
2.9728 0.9185
1.9909 0.8551
2.9441 1.4927
3.4065 0.6784
0.5752 -0.1130
3.2462 1.9955
3.4616 0.8059
1.1811 -0.4471
2.2743 1.2474
-0.1743 0.1901
1.9586 0.5621
2.3092 1.7908
-0.6221 -0.4558
2.6425 1.9816
2.6236 1.1965
2.2420 1.4785
1.3705 1.1139
0.0677 -0.0123
5.6681 2.5335
1.7953 0.8287
-0.9987 -1.0154
1.9783 1.4929
0.5764 -0.0756
1.6224 0.1390
3.0072 2.3343
3.7303 2.6493
0.8652 0.6572
0.5892 0.3625
5.2307 2.6139
2.6103 1.8985
3.7451 1.7845
2.1786 1.8266
4.3422 1.8338
1.6541 -0.3730
1.6504 0.5229
4.2998 2.3073
